Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EIFFL.NS,EIFFL.NS,EIFFL.NS,EIFFL.NS,EIFFL.NS,EIFFL.NS
Date,,,,,,
2017-03-31 00:00:00+00:00,89.8499984741211,89.8499984741211,92.75,82.4000015258789,82.4000015258789,180800
2017-04-03 00:00:00+00:00,93.5999984741211,93.5999984741211,95.5,89.0,89.0,60800
2017-04-05 00:00:00+00:00,93.9000015258789,93.9000015258789,95.5,89.0999984741211,89.0999984741211,24000
2017-04-06 00:00:00+00:00,93.0,93.0,93.5,92.30000305175781,92.30000305175781,12800
2017-04-07 00:00:00+00:00,92.1500015258789,92.1500015258789,93.69999694824219,90.30000305175781,90.30000305175781,14400
2017-04-10 00:00:00+00:00,91.0,91.0,92.30000305175781,91.0,92.0,16000
2017-04-11 00:00:00+00:00,91.5,91.5,92.0,91.25,91.6500015258789,12800
2017-04-12 00:00:00+00:00,91.30000305175781,91.30000305175781,92.0,90.25,92.0,11200
2017-04-13 00:00:00+00:00,89.55000305175781,89.55000305175781,91.0,89.55000305175781,90.0999984741211,9600
2017-04-17 00:00:00+00:00,89.69999694824219,89.69999694824219,89.75,89.1500015258789,89.3499984741211,9600
2017-04-18 00:00:00+00:00,88.3499984741211,88.3499984741211,91.0,88.19999694824219,91.0,20800
2017-04-19 00:00:00+00:00,88.75,88.75,89.25,88.25,89.0,12800
2017-04-20 00:00:00+00:00,88.19999694824219,88.19999694824219,88.25,88.19999694824219,88.25,3200
2017-04-21 00:00:00+00:00,89.19999694824219,89.19999694824219,89.80000305175781,89.1500015258789,89.1500015258789,8000
2017-04-24 00:00:00+00:00,88.94999694824219,88.94999694824219,88.94999694824219,88.0999984741211,88.69999694824219,22400
2017-04-25 00:00:00+00:00,88.80000305175781,88.80000305175781,89.25,88.1500015258789,88.9000015258789,22400
2017-04-26 00:00:00+00:00,88.3499984741211,88.3499984741211,89.25,88.0999984741211,89.0,20800
2017-04-27 00:00:00+00:00,89.1500015258789,89.1500015258789,89.80000305175781,87.8499984741211,89.0999984741211,16000
2017-04-28 00:00:00+00:00,89.4000015258789,89.4000015258789,89.4000015258789,88.25,89.4000015258789,4800
2017-05-02 00:00:00+00:00,89.8499984741211,89.8499984741211,89.9000015258789,89.0,89.0,16000
2017-05-03 00:00:00+00:00,89.9000015258789,89.9000015258789,90.0999984741211,88.5,88.5,12800
2017-05-04 00:00:00+00:00,90.5999984741211,90.5999984741211,90.5999984741211,89.0,90.0999984741211,9600
2017-05-05 00:00:00+00:00,88.75,88.75,89.0999984741211,88.75,89.0999984741211,9600
2017-05-08 00:00:00+00:00,89.0999984741211,89.0999984741211,89.25,89.0,89.0,3200
2017-05-09 00:00:00+00:00,90.4000015258789,90.4000015258789,90.5,88.0,88.0,8000
2017-05-10 00:00:00+00:00,92.0,92.0,92.0,91.0,91.0,4800
